"FR_DEST","DMS ORIG","SCTG2","Total KTons in 2012","Total Ton-Mile in 2012","Total M$ in 2012","Total KTons in 2013","Total Ton-Mile in 2013","Total M$ in 2013","Total Current M$ in 2013","Total KTons in 2014","Total Ton-Mile in 2014","Total M$ in 2014","Total Current M$ in 2014","Total KTons in 2015","Total Ton-Mile in 2015","Total M$ in 2015","Total Current M$ in 2015"
"Canada","Alabama","Logs","1.673","1.45","0.2587","0.403","0.3494","0.0624","0.0707","2.7597","2.3918","0.4267","0.5766","2.7574","2.3864","0.4263","0.5246"
"Canada","Alabama","Wood prods.","12.8992","13.3793","9.613","18.1882","18.6291","13.5552","14.4418","20.5624","21.5473","15.3243","17.0333","20.5388","21.5479","15.3069","16.8389"
"Canada","Alabama","Newsprint/paper","159.7478","136.5356","130.5461","170.386999999751","142.6979","139.2079","146.0793","184.1233","156.3193","150.4574","158.7598","182.0421","154.8398","148.7566","153.0618"
"Canada","Alabama","Paper articles","3.9344","3.5115","10.4027","4.4161","3.8425","11.6841","11.8875","4.5317","3.9013","11.9908","12.3838","4.5363","3.9086","12.0024","12.4016"
"Canada","Alabama","Printed prods.","0.663100019","0.6758000032","3.23559965","0.6446999959","0.62569999965","3.172200486","3.1968","0.7776999959","0.74989999965","3.613400081","3.6455","0.7634999959","0.73839999965","3.547199838","3.5827"
"Canada","Alabama","Textiles/leather","11.3695040909046","11.9194040266846","110.120239034543","7.65700126303026","7.74450128433366","76.6314259862894","89.0024","9.26490237291457","9.36610138315457","90.5269233424105","105.689","9.14420238696457","9.29530139051457","89.3468230425214","103.9027"
"Canada","Alabama","Nonmetal min. prods.","59.22880301509","71.69900385658","47.1255986287","63.8773021598","76.65810283418","50.80839905353","56.7651","61.472201834854","74.28230261403","50.24860104884","58.2813","60.556201542124","73.1380025804","49.3963046266","58.4838"
"Canada","Alabama","Base metals","115.1604999996","132.3220999999","171.286199860256","113.244600018","123.1761999998","169.039393900639","160.1391","120.2052000038","133.6125999999","187.481999180128","179.4388","118.8086999916","132.4772999999","185.680200120128","160.9247"
"Canada","Alabama","Articles-base metal","65.4729030000111","80.2931025470325","185.647508934801","137.432905822736","170.565704621887","391.62401078604","500.6092","76.2949040386386","91.0722034298761","217.658816099215","298.8868","75.4611039037612","90.4792033428117","215.228414341541","293.2449"
"Canada","Alabama","Machinery","62.59610168377","58.6404026761","511.2493585805","72.332101616404","67.3191028847","585.2796812349","601.7542","80.75620536926","72.487702292534","704.350518681101","743.2475","83.72299690663","75.322502700034","730.6903390126","778.1304"
"Canada","Alabama","Electronics","3.5762031599","3.6640047342","112.980595387379","4.984303606","5.06700552784","165.954019473379","192.7364","5.38540302915","5.3086049349","177.854051085379","200.4286","5.40350322205","5.3614053101","178.264954735379","200.9757"
"Canada","Alabama","Motorized vehicles","287.4246000122","299.6055000015","2361.74069994699","302.6018","326.4857","2485.6419000184","2510.5384","297.48359999936","303.8127","2443.772999984","2499.5909","304.16459999936","312.1527","2498.653000009","2595.0535"
"Canada","Alabama","Transport equip.","0.4614","0.5976999968","18.53866134457","0.57479944418","0.8105009661","24.98509132957","29.6358","0.53139972563","0.82960076528","22.7247568005","27.2908","0.51150011463","0.80390010133","21.7129685734","26.2082"
"Canada","Alabama","Precision instruments","1.6620000147","1.50759914833","86.4083755889999","1.33480021748","1.2008000317","66.0964548286","69.6214","0.79310002275","0.71140007561","38.9927006217","41.3439","0.78120002621","0.70149998503","38.4289997899","41.1943"
"Canada","Alabama","Furniture","7.468601981","8.1207047958","29.83901055638","8.01900141638","8.3571044139","32.05850737908","34.3095","6.14850075001","6.48160174074","24.90950442815","27.1534","6.30230100594","6.66950204","25.53270490865","28.294"
"Canada","Alabama","Misc. mfg. prods.","8.61920000579999","13.4842","169.73910068","8.5612000714","13.2364000072","169.4134925","171.8855","7.2573999972","11.33570000086","143.298901","145.9855","7.2789999957","11.37650000086","143.7197994","147.5024"
"Canada","Alabama","Waste/scrap","1.6432","1.4411","1.3143","1.1027","0.9619","0.8845","0.838","0.9297","0.8029","0.7462","0.7176","0.923","0.7981","0.7402","0.5249"
"Canada","Alaska","Live animals/fish","0.0346","0.1256","0.1209","0.2523","1.0168","0.6062","0.6428","0.0024","0.0098","0.0059","0.0072","0.0022","0.0088","0.0053","0.0058"
"Canada","Alaska","Cereal grains","0.0909","0.2225","0.0355","0.1511","0.37","0.059","0.0529","0.1075","0.2632","0.042","0.0275","0.0905","0.2216","0.0353","0.0205"
"Canada","Alaska","Animal feed","0.4729","0.0676","0.3865","0.4665","0.0465","0.3813","0.396","0.5974","0.1231","0.4883","0.5016","0.5764","0.1194","0.471","0.459"
"Canada","Alaska","Meat/seafood","17.007","17.6248","74.1414","17.7979","24.4279","81.3327","83.0476","11.3427","14.543","54.1803","61.9676","10.9157","13.9496","52.1373","57.2295"
"Canada","Alaska","Other foodstuffs","0.0021","0.0051","0.003","0.1041","0.2548","0.1487","0.1512","0.1635","0.4003","0.2336","0.2501","0.1535","0.3757","0.2192","0.2206"
"Canada","Alaska","Alcoholic beverages","0.1363","0.3389","0.2253","0.0059","0.016","0.0098","0.0099","0","0","0","0","0","0","0","0"
"Canada","Alaska","Building stone","0.0345","0.0845","0.0054","0","0","0","0","0","0","0","0","0","0","0","0"
"Canada","Alaska","Natural sands","0.7265","0.0166","0.0162","0","0","0","0","0","0","0","0","0","0","0","0"
"Canada","Alaska","Nonmetallic minerals","0.0735","0.18","0.0057","0","0","0","0","0","0","0","0","0","0","0","0"
"Canada","Alaska","Metallic ores","150.1521","11.2275","238.7588","995.2595","74.4194","1582.575","1415.7258","342.9156","25.6411","545.2744","468.9766","337.7725","25.2566","537.0964","405.4565"
"Canada","Alaska","Gasoline","28.6969","2.301","24.9678","21.8489","1.7519","19.0023","18.3364","15.5742","1.2488","13.5452","12.3484","17.0154","1.3644","14.7986","8.6425"
"Canada","Alaska","Fuel oils","72.1137","8.201","49.8247","88.7081","10.0882","61.2901","59.4656","106.9301","12.1604","73.88","67.3536","120.6226","13.7176","83.3404","45.4725"
"Canada","Alaska","Coal-n.e.c.","142.899061932","11.76921306","24.3082465","143.109553944","11.78655215","24.388467575","25.386129576","115.103821556","9.47986406","19.8302927218","21.9447228056","115.133070861","9.48242053","19.8339932484","16.6749144974"
"Canada","Alaska","Basic chemicals","0.0038","0.0093","0.0084","0.0033","0.0081","0.0073","0.0072","0.0043","0.0104","0.0094","0.0089","0.0041","0.01","0.009","0.0075"
"Canada","Alaska","Chemical prods.","0.0091","0.026","0.0438","0.1186","0.4465","0.5558","0.5526","0.1015","0.4128","0.4735","0.471","0.101","0.4109","0.471","0.4658"
"Canada","Alaska","Plastics/rubber","0.4132","1.5505","1.3857","0.1573","0.5954","0.5234","0.5324","0.133","0.4807","0.5334","0.5535","0.133","0.4822","0.5331","0.526"
"Canada","Alaska","Logs","2.4432","0.2485","2.5966","0.3319","0.0299","0.3547","0.4023","1.6232","2.9332","5.8327","7.8813","1.6908","3.0589","6.0826","7.483"
"Canada","Alaska","Wood prods.","39.6866","86.7816","1.727","50.7366","110.7862","2.3559","2.5101","25.1166","54.883","1.0286","1.1433","24.914","54.4409","1.0201","1.1222"
"Canada","Alaska","Newsprint/paper","0.0165","0.0404","0.0135","0.0109","0.0266","0.0089","0.0093","0.0012","0.0029","0.001","0.001","0.0012","0.0029","0.001","0.001"
"Canada","Alaska","Paper articles","0.0014","0.0002","0.0036","0","0","0","0","0","0","0","0","0","0","0","0"
"Canada","Alaska","Printed prods.","0.005","0.0029000444","0.0853000222","0.0032","0.0026999556","0.0762000444","0.0804","0.00459999889","0.0028000222","0.1957999778","0.2001","0.00449999889","0.0027000111","0.1874999667","0.1919"
"Canada","Alaska","Textiles/leather","0.0053","0.0184","0.0592","0.0484","0.1665","0.49","0.4951","0.0421","0.1549","0.4669","0.4804","0.0426","0.1574","0.4696","0.4803"
"Canada","Alaska","Nonmetal min. prods.","0.1393","0.229","0.1158","0.0451","0.0985","0.0394","0.0407","0.0331","0.0446","0.0315","0.0334","0.0349","0.047","0.0328","0.0357"
"Canada","Alaska","Base metals","0.4245","1.5926","0.6329","0.3176","1.2278","0.4717","0.4461","0.1969","0.7087","0.2927","0.28","0.2045","0.7362","0.3041","0.2635"
"Canada","Alaska","Articles-base metal","1.006700999999","0.88330241508","3.2382028219","0.893800789796","0.74560190738","2.60260222838","3.1877","1.12420178069","1.99700430095","3.37660502529","4.725","1.14100179542","2.0421043372","3.4276050673","4.769"
"Canada","Alaska","Machinery","1.268101","1.3269024482","14.9265078436","1.8390016311","2.5534039931","18.511212793","22.8511","2.579401012","2.5091024775","22.9662079374","26.1484","2.5727010072","2.5163024655","22.906707899","26.3084"
"Canada","Alaska","Electronics","0.0939","0.2117004497","3.127597296","0.04679955917","0.1245003669","3.010295225","3.5177","0.07430033728","0.1800998284","4.1954992367","4.4927","0.07370033136","0.17919980769","4.1284990118","4.3923"
"Canada","Alaska","Motorized vehicles","1.585","5.5611","13.0208","1.01","2.8247","8.2974","8.3806","0.3696","1.3529","3.0383","3.1079","0.3797","1.3846","3.1209","3.2412"
"Canada","Alaska","Transport equip.","0.9094","0.3823997727","31.860599636","0.8922","0.4114999545","30.354099818","30.952","1.67340000273","0.9800999636","52.1432995455","54.0999","1.60040000273","0.9285999727","49.9067000909","52.3398"
"Canada","Alaska","Precision instruments","0.2201","0.0828","11.3265","0.1755","0.3024","9.3687","9.468","0.2468","0.0846","13.5308","13.7792","0.2482","0.0851","13.7022","14.0973"
"Canada","Alaska","Furniture","0.046","0.0393","0.2626","0.0058","0.0051","0.3399","0.3421","0.0019","0.0023","0.0802","0.0821","0.0019","0.0024","0.0821","0.0851"
"Canada","Alaska","Misc. mfg. prods.","0.3457","0.8807","30.1178","0.0712","0.1604","24.0206","24.2685","0.047","0.1099","14.1816","14.4118","0.0465","0.1096","13.9347","14.2662"
"Canada","Arizona","Live animals/fish","0.169","0.2789","0.4059","0.3347","0.5532","0.8031","0.8517","0.1994","0.3256","0.4791","0.592","0.206","0.3359","0.4944","0.5443"
"Canada","Arizona","Cereal grains","1.1194","2.401","0.4377","0.8655","1.8563","0.3384","0.3035","1.1311","2.4258","0.4422","0.29","1.1509","2.4684","0.45","0.2614"
"Canada","Arizona","Other ag prods.","258.9202","495.9988","332.6825","276.9874","524.0793","355.9149","366.1476","252.7312","475.1459","324.7339","325.8373","250.1411","468.7043","321.4067","314.6215"
"Canada","Arizona","Animal feed","2.2917","4.5","1.8814","4.5683","8.9108","3.7505","3.8942","3.7191","7.2909","3.0427","3.126","3.7319","7.3159","3.0528","2.9748"
"Canada","Arizona","Meat/seafood","0.0922","0.1568","0.4533","0.1299","0.2244","0.6387","0.6522","0.3275","0.5641","1.6105","1.842","0.3275","0.5641","1.6106","1.768"
"Canada","Arizona","Milled grain prods.","1.4799","2.7236","2.3454","0.7799","1.4066","1.2363","1.2578","0.8736","1.5711","1.3845","1.4079","0.9087","1.6275","1.4401","1.4537"
"Canada","Arizona","Other foodstuffs","25.832405","49.5142072936","36.9331071145","32.5977062534","62.4419091147","47.5136088981","56.1523","36.2766073891","68.8152107792","53.5989105137","67.2211","36.7104075123","69.4594109306","54.2216106891","63.7349"
"Canada","Arizona","Alcoholic beverages","0.0254","0.0528","0.0419","0.027","0.0561","0.0445","0.0452","0.0262","0.0545","0.0431","0.0443","0.0267","0.0555","0.044","0.0454"
"Canada","Arizona","Tobacco prods.","0.249999951","0.69890029","2.7449436","1.02429943","2.44439755","11.1283959","12.15","1.81549998","4.3174014","19.7281023","22.268","1.69940023","4.04159866","18.5140011","21.8642"
"Canada","Arizona","Building stone","0.5601","0.9366","0.0873","0.2044","0.3418","0.0319","0.032","0.1681","0.2811","0.0261","0.027","0.1864","0.3118","0.0291","0.0307"
"Canada","Arizona","Natural sands","38.5894","73.3453","0.8608","2.9878","6.0894","0.0665","0.0677","3.0253","6.1663","0.0675","0.0723","2.9407","5.992","0.0654","0.0736"
"Canada","Arizona","Gravel","5.4148","11.6012","0.0603","8.9706","19.5289","0.0997","0.1023","9.1418","19.9146","0.1018","0.1077","9.5107","20.7104","0.1058","0.1152"
"Canada","Arizona","Nonmetallic minerals","14.1727","37.0748","1.1055","5.2372","13.9651","0.4244","0.4601","9.2353","23.3731","0.7129","0.7643","9.679","24.4816","0.7471","0.8281"
"Canada","Arizona","Metallic ores","79.5529","192.5426","11.7375","77.451","180.9565","11.4273","10.2227","104.5372","254.9013","15.4236","13.2656","103.6476","251.6938","15.2925","11.5444"
"Canada","Arizona","Gasoline","0.0032","0.0041","0.0028","0.0025","0.0032","0.0022","0.0022","0.0012","0.0015","0.0011","0.001","0.0014","0.0019","0.0013","0.0007"
"Canada","Arizona","Fuel oils","0.9497","1.8279","0.6561","0.9052","1.65","0.6255","0.6069","0.8484","1.6892","0.5865","0.5346","0.9021","1.7931","0.6235","0.3401"
"Canada","Arizona","Coal-n.e.c.","10.65413407982","18.68223544495","1.81356367168","10.669252139765","18.708748825815","1.818603662236","1.893004652669","8.581632924948","15.048080368826","1.478980053325","1.63667654572","8.583733940806","15.051769307518","1.479256096364","1.243641060825"
"Canada","Arizona","Basic chemicals","4.63400100000392","8.78160237936784","10.4211022505678","5.54360123253392","10.2977029333018","12.4411027740678","13.3769","5.92120129683392","10.7513030861018","13.2956029188017","13.7832","6.17030134693392","11.1857032049017","13.8540030313018","12.6168"
"Canada","Arizona","Pharmaceuticals","0.0502","0.1046","2.0835","0.0239","0.0525","1.4392","1.5163","0.0696","0.1593","4.3132","4.8213","0.0724","0.1651","4.4506","5.3173"
"Canada","Arizona","Fertilizers","5.5964","9.783","2.4019","6.5269","11.8207","2.801","2.7088","4.8503","8.8007","2.0813","1.972","5.0212","9.1026","2.1549","2.001"
"Canada","Arizona","Chemical prods.","26.4478999979913","58.7190032656072","126.411809323654","26.9971995790713","58.9118025780513","140.342207376403","140.1719","29.6817015623513","63.0819041901026","153.618591821603","153.8176","30.6252026089513","64.9421042678026","158.558992119853","157.8411"
"Canada","Arizona","Plastics/rubber","9.670601","16.6116013793","36.3632035799","11.3324011956","19.1305017745","42.7683032229","51.5206","10.71900066163","17.8726016924","41.1170021551","47.7992","11.41190076155","18.9726008921","43.6689024748","48.4578"
"Canada","Arizona","Logs","0.0298","0.0805","0.0047","0","0","0","0","0.0473","0.1276","0.0074","0.0101","0.0471","0.1276","0.0075","0.0092"
"Canada","Arizona","Wood prods.","2.9731","5.5361","2.2223","3.2733","5.8188","2.4524","2.6128","1.9541","3.4306","1.4644","1.6279","1.9291","3.3744","1.4453","1.5902"
"Canada","Arizona","Newsprint/paper","1.382","2.6033","1.1587","0.9232","1.7463","0.7626","0.8005","1.4366","2.6598","1.1746","1.2392","1.4434","2.6617","1.1801","1.2143"
"Canada","Arizona","Paper articles","1.4063","2.9143999692","3.7434000154","5.0426999615","10.5302","13.360500423","13.6188","5.6488995769","11.7501997692","14.964","15.4839","5.7228998846","11.8981001154","15.159099731","15.6954"
"Canada","Arizona","Printed prods.","0.668399800002999","1.270900064536","5.01050856512","0.717000093931","1.38900069015","4.69430967599","5.0462","0.793700372713","1.50889928559","6.01899122905","6.42550000000001","0.804000416103","1.52619937848","6.09679141753","6.5181"
"Canada","Arizona","Textiles/leather","0.8294","1.640899705","8.6262986123","1.0451002598","2.03980024","10.888302461","11.5592","1.9186004112","3.6933988138","19.183400647","20.5597","2.0237010126","3.8895038038","20.22310772","21.5428"
"Canada","Arizona","Nonmetal min. prods.","13.12420487863","20.66310880976","12.7318018232054","11.2896013755212","17.0075060504289","24.1264006475471","26.6991","19.74150545872","28.72270976546","26.1728022787454","31.0225","20.01000536771","29.085409620121","26.0365032071054","31.4755"
"Canada","Arizona","Base metals","14.9296","31.2365992882","23.5966009728","10.42839934538","21.819699562","16.7333","15.8889","5.39389993312","10.98940087979","10.39290009387","9.9588","5.69659992911","11.58900086713","11.0311999886","9.5704"
"Canada","Arizona","Articles-base metal","17.89170195759","32.0498024669","58.88600567844","19.27250311637","32.837804051","68.4579086588","71.7366","19.39530311531","33.25610409877","67.875008608194","71.5245","20.17020314244","34.46110422487","70.241609122394","73.8164000000001"
"Canada","Arizona","Machinery","34.3539029981012","69.3708063614356","409.311223660516","30.4666028220371","59.5234056053084","402.364822096755","412.8177","34.9811023289341","68.9658041910812","396.474018482583","411.5465","35.1594023070241","69.0125040585813","397.618518364636","416.3617"
"Canada","Arizona","Electronics","11.230499993264","22.005400142774","707.598195772","10.005000143936","18.686600511874","866.573501663","865.9793","9.86229966061599","18.817699723924","789.147098608","787.6842","9.45129957531599","17.996799765624","755.033605939","749.2881"
"Canada","Arizona","Motorized vehicles","18.6025030000066","34.4026120409633","154.069021067889","24.2207018834435","40.4493095013781","199.369211894943","216.9709","24.7550028519902","44.511111227735","204.23221984797","232.8981","26.0633029047453","46.522211366362","215.049220294593","247.9384"
"Canada","Arizona","Transport equip.","2.5433000042","6.02989902448","110.296600569","1.55569951524","3.45999887145","99.8005527196999","110.2941","0.535799996804","1.0219999988","27.11480015742","28.4705","0.539199997764","1.02209999251","27.14120096185","28.8092"
"Canada","Arizona","Precision instruments","2.0002999705","4.1370020222","164.217997453313","1.84769978653832","3.77530045136","129.4148746112","134.7429","1.92769909525","3.8431997786","151.11701071588","156.5003","1.99749909215","3.96899915466","156.00740196022","163.2549"
"Canada","Arizona","Furniture","3.4935","7.1199007322","16.2828079125","3.8356007286","7.7609017292","16.9576907973","17.5773","3.8878996152","7.3259029391","17.8381943016","18.906","3.9601997093","7.4317050583","18.1367946724","19.4992"
"Canada","Arizona","Misc. mfg. prods.","3.652001999998","6.403905756653","77.87115849693","7.618805544506","13.34351111691","159.9625134647","175.8392","5.344303753791","9.25960783954","210.5137811642","223.5859","5.666803953338","9.76530821387","220.5516795756","236.0538"
"Canada","Arizona","Waste/scrap","8.4205","18.6639999236","63.71249983538","8.93120002903","19.65109995286","22.08740000731","20.9371","9.44359996190001","20.4866998174","10.98159997598","10.5711","9.91429996771001","21.51099991782","11.5687999818","8.2101"
"Canada","Arkansas","Live animals/fish","1.7702","1.751","4.4474","2.0701","2.0328","5.1295","5.6061","1.9554","1.9726","4.9145","6.3475","1.9347","1.9521","4.8642","5.5959"
"Canada","Arkansas","Cereal grains","187.2351","188.8995","73.2008","173.7111","184.0465","67.9133","60.9014","187.3103","192.4654","73.23","48.0267","186.9065","191.7258","73.0722","42.4459"
"Canada","Arkansas","Other ag prods.","8.1538","6.6344","10.7267","7.3162","6.1212","9.5861","9.8618","4.1838","3.6613","5.3748","5.3931","4.1132","3.5952","5.2844","5.1728"
"Canada","Arkansas","Animal feed","25.93939999537","39.956500003415","21.301500498","18.5233","30.0568","15.140199999707","15.7211","21.2924","31.8379","17.47130002439","17.9534","21.5038","31.9605","17.64299999268","17.1965"
"Canada","Arkansas","Meat/seafood","14.2312","15.4185","69.9074","14.0506","15.1933","69.0192","70.4746","12.9253","14.6076","63.4939","72.6199","12.7572","14.4888","62.6684","68.7893"
"Canada","Arkansas","Milled grain prods.","21.6183","20.8987","34.267","24.6994","23.842","39.1505","39.8347","23.3463","23.0009","37.0062","37.6377","22.8167","22.536","36.1666","36.5046"
"Canada","Arkansas","Other foodstuffs","7.3295","7.6898","10.4289","8.4897","8.7558","12.0799","12.2823","9.0027","9.618","12.8097","13.7183","9.0888","9.7416","12.9321","13.0094"
"Canada","Arkansas","Alcoholic beverages","7.7252","10.247","12.7675","6.6644","9.0558","11.0143","11.2087","4.7723","6.5447","7.8872","8.0898","5.0983","6.9769","8.4259","8.6831"
"Canada","Arkansas","Natural sands","2.891","3.9613","0.0645","2.1985","3.1327","0.0491","0.0499","2.1796","3.1057","0.0486","0.0522","2.1272","3.0313","0.0474","0.0533"
"Canada","Arkansas","Gravel","12.7125","17.0324","0.141","23.4792","33.385","0.2603","0.2674","23.1259","32.8825","0.2565","0.2718","21.1131","30.0205","0.2341","0.2549"
"Canada","Arkansas","Nonmetallic minerals","8.0048","11.257","0.6153","7.1208","11.4599","0.5474","0.5576","3.1935","4.9137","0.2455","0.2618","2.7812","4.2838","0.2138","0.2357"
"Canada","Arkansas","Metallic ores","0.4677","0.4192","0.069","2.1964","2.0151","0.324","0.29","0.5303","0.4896","0.0783","0.0672","0.5606","0.5172","0.0827","0.0624"
"Canada","Arkansas","Coal","2.7973","2.1129","0.3195","3.7515","2.8337","0.4285","0.4218","6.3126","4.7682","0.721","0.6818","6.2484","4.7197","0.7137","0.6549"
"Canada","Arkansas","Gasoline","0.0906","0.1038","0.0788","0.0619","0.0709","0.0539","0.0519","0.0522","0.0598","0.0454","0.0414","0.0556","0.0637","0.0484","0.0283"
"Canada","Arkansas","Fuel oils","5.8285","6.1463","4.027","4.4367","4.9413","3.0655","2.9741","4.6511","5.6376","3.2138","2.9298","5.1743","6.2833","3.5753","1.9507"
"Canada","Arkansas","Coal-n.e.c.","26.488498759","34.626081169","4.505860976","26.527403526","34.677077382","4.5207786241","4.7056816405","21.336378327","27.891348633","3.6758420839","4.0677538845","21.341661634","27.898145899","3.6765254397","3.0909436683"
"Canada","Arkansas","Basic chemicals","6.5376999957","7.41369999957","14.808200014","5.5401","6.4837","12.46949999714","12.241","3.24209999957","4.0604","7.3368000286","6.9553","3.24789999957","4.0532","7.3495000286","6.1223"
"Canada","Arkansas","Pharmaceuticals","0.0243","0.0214","1.476","0.0497","0.0454","1.9119","2.0149","0.0327","0.0307","1.0041","1.1223","0.0315","0.0297","0.9707","1.1595"
"Canada","Arkansas","Fertilizers","22.8783","26.6878","9.819","1.4416","1.6759","0.6188","0.5983","5.07","6.4827","2.1759","2.0617","5.3676","6.8664","2.3037","2.1392"
"Canada","Arkansas","Chemical prods.","16.113","16.3051","75.6387","15.8274","15.8484","74.5535","74.3219","15.3391","15.8091","71.9593","71.5699","15.8967","16.4607","74.5756","73.7469"
"Canada","Arkansas","Plastics/rubber","32.3865","32.4238","107.0266","36.4484","35.9537","120.3246","122.6417","37.7015","38.942","124.4468","129.3427","38.972","40.4252","128.6349","127.1587"
"Canada","Arkansas","Wood prods.","6.8348","7.7099","5.094","2.7571","3.1309","2.0549","2.1894","3.6795","4.4368","2.7424","3.0483","3.7434","4.5241","2.7901","3.0691"
"Canada","Arkansas","Newsprint/paper","56.7798","50.1625","46.4028","51.8527","45.7454","42.3763","44.4626","61.4714","54.6992","50.237","53.0066","58.8831","52.4318","48.1215","49.5119"
"Canada","Arkansas","Paper articles","3.7085","3.6359","9.808","3.9922","3.8679","10.5597","10.742","3.1015","3.0683","8.2039","8.4711","3.0264","2.9994","8.0052","8.2705"
"Canada","Arkansas","Printed prods.","5.682200995646","5.852501171129","25.5321048514","11.24970141844","11.528602260946","50.6982044041","52.2562","11.59540280911","11.782803875958","52.1708110926","54.5775","11.65620295308","11.849004032458","52.4462117864","55.0098"
"Canada","Arkansas","Textiles/leather","0.723","0.80709955","7.1924997667","0.8557000167","0.9596996","8.51109995","8.6605","0.9474999333","1.0861999167","9.561298833","9.9563","0.9396000167","1.07920015","9.47649975","9.8122"
"Canada","Arkansas","Nonmetal min. prods.","16.0577","19.3876","12.7489","19.4728","23.8916","15.4352","16.0079","12.9502","16.6224","10.3399","11.028","13.1649","16.8438","10.5092","11.4531"
"Canada","Arkansas","Base metals","114.6025","130.2736","169.9486","77.8278","85.1286","115.6508","109.3821","54.6685","64.1263","81.2352","77.7234","51.183","60.1348","76.0558","65.8914"
"Canada","Arkansas","Articles-base metal","110.0766005938","133.1519026716","311.8030007416","152.3788016142","185.1531044338","432.4699918113","437.9634","66.0338011345","79.9734020177","187.445899062","190.8403","62.79040049507","76.1531018909","178.219003342","180.6864"
"Canada","Arkansas","Machinery","31.1985","33.3962","245.8214","29.5861","32.7121","233.4692","236.3234","31.6613","34.4398","249.6402","256.1107","32.6891","35.6943","257.7269","266.7735"
"Canada","Arkansas","Electronics","5.7516007313","6.16840150062","159.245953623","5.2953009755","5.82280133204","147.179931463","155.0464","4.83440056787","5.23070153425","134.202640547","140.8124","4.9874006133","5.41140163385","138.369441374","144.4673"
"Canada","Arkansas","Motorized vehicles","14.62650000033","14.477","120.182299983","12.4926","15.023","102.72799975","103.7682","10.4158","10.6869","85.5753000033","87.5297","10.7723","11.1271","88.5064000033","91.9207"
"Canada","Arkansas","Transport equip.","12.6712","38.209","387.8545","3.8416","4.9731","181.7448","185.123","1.1996","4.6371","33.8662","35.1256","1.2527","4.8413","35.433","37.1487"
"Canada","Arkansas","Precision instruments","0.4563999767","0.4571999974","22.0994659","0.4651000023","0.475600004","21.2392956","22.2347","0.5793999979","0.59309999698","26.2640957","27.2057","0.5664999979","0.58079999698","25.6825999","26.8792"
"Canada","Arkansas","Furniture","6.4667","9.1482","25.6811","6.1816","8.5769","24.4663","24.6272","5.8704","8.6682","23.2095","23.7085","5.7897","8.5346","22.8899","23.7145"
"Canada","Arkansas","Misc. mfg. prods.","1.6988","2.5646","33.44520001","1.3943","1.7961","27.6317994","28.0899","1.4294","1.9753","28.16550001","28.6802","1.3903","1.9265","27.39679967","28.1051"
"Canada","Arkansas","Waste/scrap","3.6342","4.2973","2.9024","6.6599","7.5809","5.3187","5.0393","13.258","14.8851","10.5882","10.1844","13.6662","15.3262","10.914","7.7397"
"Canada","California","Live animals/fish","2.419202","2.8307029703","9.90451083839999","1.63659980143","1.85480014758","13.2458039051","15.009","1.5950023755","1.79959962295","18.9452033165","24.4036","1.69029963907","1.91520017912","19.0780032053","21.9635"
"Canada","California","Cereal grains","167.291096853744","323.286666105342","65.414688221336","163.681990622131","273.961227483158","64.007757397124","90.9481","169.114106393324","316.037688126822","66.128280468136","63.1067","179.888079991734","338.915348877222","70.340804889336","58.9386"
"Canada","California","Other ag prods.","2131.63670100283","4274.5582027712","2744.80790128615","2202.6712011273","4449.0998031379","2864.42930144982","2953.9733","2267.0379015194","4640.9385041878","3218.83980194874","3239.2131","2370.1765016212","4841.17950450321","3361.74680207954","3300.5974"
"Canada","California","Animal feed","92.4984","165.2984","75.7937000000001","99.796","182.2461","81.7906","84.9285","108.1363","216.1529","94.5186","97.1119","109.7687","219.6841","95.8007000000001","93.3618"
"Canada","California","Meat/seafood","20.2433000027","35.97220290266","99.54710467275","26.6759012292","48.08200376955","131.20309600935","134.5353","22.95610136254","41.12520403219","112.88809702115","129.8407","21.95750139942","39.21450408559","107.96749668445","119.2105"
"Canada","California","Milled grain prods.","131.7343","248.1708","208.8701","139.2787","265.5115","221.0222","224.8838","145.8228","281.5419","231.2197","235.1662","143.4276","276.0152","227.4225","229.5475"
"Canada","California","Other foodstuffs","534.8452","1040.5743029699","762.7928008578","541.61100091358","1062.7253011873","773.82679880798","786.9356","576.55460083148","1130.99220089954","821.31309920072","879.628199999999","569.50800083234","1118.62029990224","811.25919920387","816.1617"
"Canada","California","Alcoholic beverages","275.572601","557.51140091838","460.0658016527","253.1720010178","513.53190093477","421.8725016822","430.9932","284.2762011144","576.5155010235","476.1957018417","490.2704","289.9111011476","586.6877010539","485.3873018967","502.0988"
"Canada","California","Tobacco prods.","0.0179","0.0343","0.1936","0.1096","0.2532","1.1912","1.2373","0.0945","0.1927","1.0244","1.1201","0.0941","0.1911","1.0184","1.1663"
"Canada","California","Building stone","0.9327","1.5991","0.1454","0.3301","0.5598","0.0515","0.0516","0.2034","0.3226","0.0315","0.0322","0.1912","0.3056","0.0298","0.0315"
"Canada","California","Natural sands","13.5648","21.2711","0.3025","5.617","9.1312","0.125","0.127","5.7555","9.3563","0.1279","0.1377","5.8582","9.5406","0.1304","0.1464"
"Canada","California","Gravel","15.23088261494","23.40284376948","0.17340006564","30.46869535","43.06522794","0.3382002361","0.5373","31.63758174","44.69182919","0.3511990295","0.5762","31.43416036","44.50787896","0.3490994912","0.588"
